,datetime,high,low,open,close
0,2010-07-20 09:01:00,4146.0,4138.0,4138.0,4142.0
1,2010-07-20 09:02:00,4143.0,4139.0,4142.0,4140.0
2,2010-07-20 09:03:00,4145.0,4138.0,4139.0,4144.0
3,2010-07-20 09:04:00,4145.0,4142.0,4144.0,4142.0
4,2010-07-20 09:05:00,4145.0,4141.0,4143.0,4144.0
5,2010-07-20 09:06:00,4146.0,4143.0,4143.0,4144.0
