,close,datetime,high,low,open,volume
81,3506.824,2019-01-11 21:04:00,3516.395,3505.136,3508.79,105924.0
82,3503.025,2019-01-11 21:09:00,3506.826,3502.883,3504.994,78852.0
83,3506.006,2019-01-11 21:14:00,3506.991,3503.026,3506.006,17372.0
84,3508.008,2019-01-11 21:19:00,3509.693,3504.037,3508.851,25892.0
85,3508.013,2019-01-11 21:24:00,3509.281,3506.882,3509.14,13744.0
86,3508.286,2019-01-11 21:29:00,3509.152,3507.16,3508.145,8986.0
87,3506.284,2019-01-11 21:34:00,3510.111,3505.298,3506.283,19762.0
88,3505.3,2019-01-11 21:39:00,3507.269,3505.158,3506.284,12288.0
89,3509.081,2019-01-11 21:44:00,3509.085,3505.019,3508.94,15674.0
90,3506.274,2019-01-11 21:49:00,3509.227,3506.132,3506.975,10498.0
91,3506.113,2019-01-11 21:54:00,3507.24,3504.305,3505.412,14450.0
92,3507.225,2019-01-11 21:59:00,3507.225,3503.433,3505.398,21058.0
93,3506.927,2019-01-11 22:04:00,3508.896,3506.242,3508.896,13826.0
94,3506.927,2019-01-11 22:09:00,3508.612,3505.099,3507.77,6054.0
95,3507.636,2019-01-11 22:14:00,3507.777,3505.942,3506.934,6924.0
96,3512.542,2019-01-11 22:19:00,3514.35,3506.819,3511.699,60324.0
97,3504.362,2019-01-11 22:24:00,3513.385,3504.221,3505.205,48384.0
98,3507.007,2019-01-11 22:29:00,3508.16,3504.364,3506.023,20982.0
99,3505.18,2019-01-11 22:34:00,3507.149,3504.337,3507.007,12322.0
100,3507.03,2019-01-11 22:39:00,3508.999,3505.18,3508.857,14394.0
101,3506.889,2019-01-11 22:44:00,3509.842,3506.046,3506.187,11318.0
102,3503.935,2019-01-11 22:49:00,3507.873,3503.935,3506.889,18470.0
103,3501.4,2019-01-11 22:54:00,3504.92,3499.289,3501.4,57632.0
104,3503.923,2019-01-11 22:59:00,3504.353,3499.431,3502.521,46762.0
105,3517.168,2019-01-14 09:04:00,3518.294,3499.142,3512.368,193338.0
106,3533.432,2019-01-14 09:09:00,3535.413,3513.658,3530.312,242452.0
107,3535.002,2019-01-14 09:14:00,3537.252,3529.502,3533.04,122188.0
108,3537.285,2019-01-14 09:19:00,3539.548,3531.927,3536.288,95124.0
109,3531.495,2019-01-14 09:24:00,3540.269,3530.518,3533.322,71648.0
110,3535.185,2019-01-14 09:29:00,3537.295,3530.503,3534.342,48526.0
111,3531.914,2019-01-14 09:34:00,3537.295,3530.637,3532.468,43878.0
112,3530.23,2019-01-14 09:39:00,3533.599,3528.96,3531.072,41564.0
113,3531.645,2019-01-14 09:44:00,3533.47,3529.389,3532.629,25778.0
114,3530.411,2019-01-14 09:49:00,3533.472,3528.43,3530.258,33102.0
115,3531.531,2019-01-14 09:54:00,3532.521,3528.442,3532.515,22464.0
116,3534.655,2019-01-14 09:59:00,3535.502,3530.703,3533.675,23536.0
117,3535.519,2019-01-14 10:04:00,3537.624,3534.666,3537.346,40058.0
118,3538.345,2019-01-14 10:09:00,3538.345,3534.541,3537.361,18506.0
119,3536.224,2019-01-14 10:14:00,3538.345,3534.397,3535.523,25670.0
120,3538.207,2019-01-14 10:34:00,3540.034,3536.083,3539.05,34738.0
121,3538.663,2019-01-14 10:39:00,3541.477,3537.358,3540.634,40492.0
122,3539.932,2019-01-14 10:44:00,3540.923,3535.987,3539.089,24580.0
123,3536.124,2019-01-14 10:49:00,3541.901,3536.124,3537.392,29658.0
124,3534.998,2019-01-14 10:54:00,3537.81,3534.856,3535.841,24152.0
125,3535.973,2019-01-14 10:59:00,3537.664,3534.847,3534.989,14934.0
126,3531.157,2019-01-14 11:04:00,3537.801,3530.314,3533.267,45124.0
127,3530.161,2019-01-14 11:09:00,3532.988,3530.161,3531.989,33016.0
128,3529.009,2019-01-14 11:14:00,3530.973,3526.476,3529.994,55798.0
129,3532.819,2019-01-14 11:19:00,3533.662,3527.039,3531.976,34746.0
130,3533.382,2019-01-14 11:24:00,3533.665,3530.853,3532.822,14936.0
131,3533.663,2019-01-14 11:29:00,3533.804,3530.01,3532.82,24108.0
132,3534.238,2019-01-14 13:34:00,3535.223,3528.322,3532.411,41720.0
133,3534.27,2019-01-14 13:39:00,3537.086,3532.268,3535.255,25176.0
134,3533.982,2019-01-14 13:44:00,3535.667,3530.875,3532.856,19500.0
135,3533.556,2019-01-14 13:49:00,3536.514,3531.728,3532.713,18146.0
136,3534.109,2019-01-14 13:54:00,3535.094,3531.585,3534.109,10870.0
137,3537.805,2019-01-14 13:59:00,3539.774,3533.978,3537.805,43926.0
138,3539.779,2019-01-14 14:04:00,3541.606,3535.968,3539.637,50608.0
139,3541.341,2019-01-14 14:09:00,3542.634,3537.391,3541.335,57290.0
140,3539.648,2019-01-14 14:14:00,3543.32,3537.678,3541.34,52096.0
141,3537.961,2019-01-14 14:19:00,3541.477,3536.978,3537.113,30498.0
142,3541.491,2019-01-14 14:24:00,3541.491,3536.402,3539.522,21884.0
143,3541.486,2019-01-14 14:29:00,3542.337,3537.829,3542.186,31618.0
144,3544.015,2019-01-14 14:34:00,3544.015,3538.511,3542.185,43120.0
145,3543.015,2019-01-14 14:39:00,3546.165,3539.523,3542.325,55714.0
146,3542.154,2019-01-14 14:44:00,3543.988,3538.501,3542.154,24970.0
147,3545.401,2019-01-14 14:49:00,3547.229,3540.195,3543.432,33890.0
148,3544.607,2019-01-14 14:54:00,3548.265,3544.607,3546.435,55658.0
149,3548.685,2019-01-14 14:59:00,3549.095,3544.58,3548.26,79314.0
150,3541.316,2019-01-14 21:04:00,3549.298,3540.187,3542.297,91202.0
151,3534.993,2019-01-14 21:09:00,3542.302,3532.88,3536.676,112460.0
152,3537.642,2019-01-14 21:14:00,3537.642,3531.752,3535.816,53836.0
153,3536.806,2019-01-14 21:19:00,3539.904,3535.667,3536.806,37310.0
154,3538.057,2019-01-14 21:24:00,3539.883,3535.773,3538.757,26752.0
155,3536.084,2019-01-14 21:29:00,3538.2,3534.258,3536.084,30896.0
156,3535.095,2019-01-14 21:34:00,3536.08,3534.111,3535.937,19078.0
157,3529.455,2019-01-14 21:39:00,3534.103,3528.483,3531.281,78014.0
158,3525.15,2019-01-14 21:44:00,3532.214,3523.05,3525.293,116894.0
159,3527.803,2019-01-14 21:49:00,3530.756,3523.998,3528.93,50516.0
160,3527.389,2019-01-14 21:54:00,3529.914,3526.819,3528.93,17704.0
161,3529.217,2019-01-14 21:59:00,3531.185,3527.247,3529.359,19112.0
162,3530.219,2019-01-14 22:04:00,3531.204,3529.075,3530.219,17738.0
163,3530.775,2019-01-14 22:09:00,3531.203,3529.09,3529.933,10258.0
164,3529.375,2019-01-14 22:14:00,3530.917,3527.263,3528.392,19784.0
165,3526.546,2019-01-14 22:19:00,3529.394,3526.262,3527.103,16366.0
166,3530.2,2019-01-14 22:24:00,3532.074,3526.427,3530.046,25402.0
167,3531.046,2019-01-14 22:29:00,3531.335,3529.216,3530.212,17396.0
168,3529.22,2019-01-14 22:34:00,3531.048,3527.395,3527.537,18120.0
169,3528.367,2019-01-14 22:39:00,3530.062,3526.368,3527.241,20054.0
170,3528.232,2019-01-14 22:44:00,3529.358,3525.395,3528.374,19064.0
171,3528.18,2019-01-14 22:49:00,3529.328,3525.511,3526.335,19048.0
172,3527.621,2019-01-14 22:54:00,3528.462,3525.509,3526.637,15790.0
173,3526.898,2019-01-14 22:59:00,3529.01,3524.499,3527.457,39222.0
174,3520.657,2019-01-15 09:04:00,3526.893,3518.133,3520.242,105984.0
175,3516.785,2019-01-15 09:09:00,3520.809,3514.658,3516.633,79542.0
176,3511.692,2019-01-15 09:14:00,3518.787,3511.55,3513.538,71790.0
177,3507.297,2019-01-15 09:19:00,3512.659,3504.895,3507.012,111724.0
178,3503.297,2019-01-15 09:24:00,3510.063,3502.313,3508.087,72632.0
179,3507.045,2019-01-15 09:29:00,3509.064,3502.302,3507.187,57728.0
180,3506.866,2019-01-15 09:34:00,3508.851,3503.216,3504.898,49110.0
181,3505.279,2019-01-15 09:39:00,3509.685,3504.194,3508.256,58778.0
182,3499.729,2019-01-15 09:44:00,3506.113,3498.478,3501.428,110082.0
183,3495.402,2019-01-15 09:49:00,3499.708,3487.928,3494.832,178164.0
184,3490.367,2019-01-15 09:54:00,3496.543,3490.367,3494.862,50996.0
185,3485.757,2019-01-15 09:59:00,3490.476,3482.098,3482.248,194690.0
186,3491.987,2019-01-15 10:04:00,3491.987,3484.797,3490.71,78970.0
187,3491.313,2019-01-15 10:09:00,3493.566,3489.16,3492.44,46474.0
188,3495.129,2019-01-15 10:14:00,3495.971,3491.17,3494.144,44640.0
189,3492.583,2019-01-15 10:34:00,3495.108,3490.899,3493.567,34174.0
190,3492.588,2019-01-15 10:39:00,3492.877,3489.917,3490.904,22462.0
191,3489.076,2019-01-15 10:44:00,3492.731,3489.076,3490.203,19800.0
192,3493.891,2019-01-15 10:49:00,3493.891,3488.934,3493.891,24018.0
193,3488.686,2019-01-15 10:54:00,3494.737,3488.686,3489.812,34202.0
194,3489.25,2019-01-15 10:59:00,3491.932,3487.982,3488.968,24944.0
195,3485.45,2019-01-15 11:04:00,3491.929,3485.307,3489.674,34230.0
196,3487.686,2019-01-15 11:09:00,3487.686,3484.302,3486.56,41712.0
197,3487.268,2019-01-15 11:14:00,3491.626,3486.702,3490.078,35346.0
198,3485.983,2019-01-15 11:19:00,3488.11,3484.157,3485.141,39966.0
199,3491.776,2019-01-15 11:24:00,3494.729,3484.999,3492.618,52286.0
200,3496.284,2019-01-15 11:29:00,3498.394,3491.786,3496.569,63954.0
201,3496.7,2019-01-15 13:34:00,3496.7,3493.601,3494.875,46314.0
202,3500.692,2019-01-15 13:39:00,3500.977,3495.87,3499.151,48914.0
203,3497.863,2019-01-15 13:44:00,3500.834,3496.879,3497.022,29978.0
204,3496.305,2019-01-15 13:49:00,3498.002,3494.194,3495.321,28944.0
205,3499.659,2019-01-15 13:54:00,3500.643,3495.161,3498.96,23426.0
206,3504.771,2019-01-15 13:59:00,3505.755,3497.139,3500.97,69274.0
207,3504.233,2019-01-15 14:04:00,3505.89,3502.408,3503.392,55792.0
208,3503.278,2019-01-15 14:09:00,3507.216,3501.453,3503.421,42038.0
209,3498.493,2019-01-15 14:14:00,3503.281,3498.35,3502.002,34854.0
210,3501.991,2019-01-15 14:19:00,3502.134,3497.495,3499.324,26844.0
211,3502.126,2019-01-15 14:24:00,3504.094,3500.145,3502.268,23400.0
212,3503.808,2019-01-15 14:29:00,3506.061,3502.125,3503.109,32532.0
213,3503.116,2019-01-15 14:34:00,3505.077,3501.002,3501.144,23850.0
214,3502.97,2019-01-15 14:39:00,3503.958,3501.288,3502.97,13046.0
215,3505.916,2019-01-15 14:44:00,3507.185,3502.118,3506.343,34358.0
216,3502.553,2019-01-15 14:49:00,3507.042,3501.711,3502.695,36694.0
217,3493.779,2019-01-15 14:54:00,3504.529,3492.511,3495.036,83048.0
218,3493.467,2019-01-15 14:59:00,3496.443,3490.644,3491.783,89822.0
219,3491.452,2019-01-15 21:04:00,3493.563,3486.395,3492.58,94992.0
220,3496.994,2019-01-15 21:09:00,3498.127,3491.46,3497.977,53836.0
221,3495.537,2019-01-15 21:14:00,3497.957,3494.031,3496.958,32444.0
222,3491.592,2019-01-15 21:19:00,3495.539,3491.453,3491.745,31870.0
223,3495.661,2019-01-15 21:24:00,3496.501,3488.77,3495.23,37820.0
224,3498.029,2019-01-15 21:29:00,3498.872,3495.531,3498.723,37136.0
225,3496.897,2019-01-15 21:34:00,3498.872,3494.786,3494.786,27132.0
226,3496.601,2019-01-15 21:39:00,3498.576,3496.462,3496.604,17398.0
227,3499.557,2019-01-15 21:44:00,3502.218,3496.597,3500.397,37576.0
228,3494.492,2019-01-15 21:49:00,3500.397,3492.809,3495.764,36052.0
229,3495.605,2019-01-15 21:54:00,3495.615,3492.804,3494.765,28686.0
230,3491.951,2019-01-15 21:59:00,3496.452,3490.966,3494.622,21676.0
231,3496.724,2019-01-15 22:04:00,3498.546,3489.98,3494.755,36306.0
232,3498.7,2019-01-15 22:09:00,3500.377,3496.577,3498.55,31726.0
233,3497.708,2019-01-15 22:14:00,3499.54,3495.882,3498.403,11182.0
234,3494.9,2019-01-15 22:19:00,3497.709,3493.075,3494.212,26370.0
235,3494.064,2019-01-15 22:24:00,3496.029,3493.074,3494.21,13004.0
236,3495.595,2019-01-15 22:29:00,3495.595,3491.252,3492.93,17618.0
237,3494.901,2019-01-15 22:34:00,3497.567,3494.749,3495.741,12662.0
238,3495.048,2019-01-15 22:39:00,3497.706,3492.933,3494.901,15058.0
239,3495.745,2019-01-15 22:44:00,3497.853,3492.234,3495.745,19998.0
240,3493.919,2019-01-15 22:49:00,3497.71,3493.079,3494.062,18392.0
241,3493.916,2019-01-15 22:54:00,3494.899,3492.927,3494.055,12170.0
242,3492.641,2019-01-15 22:59:00,3494.899,3491.801,3492.229,32472.0
243,3499.396,2019-01-16 09:04:00,3499.685,3491.791,3499.539,56052.0
244,3490.4,2019-01-16 09:09:00,3503.198,3489.416,3494.068,94244.0
245,3489.233,2019-01-16 09:14:00,3492.209,3486.136,3489.09,92814.0
246,3485.954,2019-01-16 09:19:00,3490.761,3485.954,3488.762,32368.0
247,3488.622,2019-01-16 09:24:00,3489.893,3484.962,3488.768,32644.0
248,3490.404,2019-01-16 09:29:00,3492.369,3486.78,3490.404,32874.0
249,3494.69,2019-01-16 09:34:00,3495.674,3489.414,3494.551,33534.0
250,3497.259,2019-01-16 09:39:00,3497.259,3492.173,3495.135,26962.0
251,3495.87,2019-01-16 09:44:00,3498.952,3495.727,3496.71,35522.0
252,3497.975,2019-01-16 09:49:00,3498.132,3494.884,3496.158,20888.0
253,3499.697,2019-01-16 09:54:00,3501.098,3497.98,3499.148,43506.0
254,3500.973,2019-01-16 09:59:00,3502.938,3498.854,3501.671,33788.0
255,3498.725,2019-01-16 10:04:00,3502.941,3497.883,3498.027,23956.0
256,3496.901,2019-01-16 10:09:00,3501.537,3496.901,3499.563,16218.0
257,3503.651,2019-01-16 10:14:00,3505.47,3496.908,3503.508,58290.0
258,3503.116,2019-01-16 10:34:00,3505.921,3501.68,3504.241,38142.0
259,3500.295,2019-01-16 10:39:00,3503.956,3500.153,3500.992,21608.0
260,3501.113,2019-01-16 10:44:00,3501.953,3497.325,3500.13,34050.0
261,3499.158,2019-01-16 10:49:00,3501.261,3496.34,3498.46,26908.0
262,3498.35,2019-01-16 10:54:00,3501.165,3497.506,3501.161,18320.0
263,3503.283,2019-01-16 10:59:00,3505.106,3498.35,3503.283,23954.0
264,3503.141,2019-01-16 11:04:00,3503.283,3501.311,3503.141,16898.0
265,3502.56,2019-01-16 11:09:00,3503.988,3500.737,3501.72,16628.0
266,3507.505,2019-01-16 11:14:00,3508.488,3500.734,3506.665,74974.0
267,3512.222,2019-01-16 11:19:00,3513.205,3506.681,3511.382,121082.0
268,3515.884,2019-01-16 11:24:00,3515.884,3508.425,3512.231,80668.0
269,3510.134,2019-01-16 11:29:00,3517.727,3510.13,3510.97,92556.0
270,3507.888,2019-01-16 13:34:00,3513.925,3507.742,3510.55,49064.0
271,3497.199,2019-01-16 13:39:00,3508.721,3494.54,3497.345,143274.0
272,3495.201,2019-01-16 13:44:00,3498.193,3493.232,3494.222,69212.0
273,3495.055,2019-01-16 13:49:00,3497.031,3494.069,3496.041,30656.0
274,3499.83,2019-01-16 13:54:00,3499.83,3492.246,3498.702,54076.0
275,3499.696,2019-01-16 13:59:00,3500.825,3496.891,3498.713,45846.0
276,3499.013,2019-01-16 14:04:00,3500.693,3497.731,3499.846,21368.0
277,3504.506,2019-01-16 14:09:00,3507.332,3498.864,3506.35,68546.0
278,3501.01,2019-01-16 14:14:00,3506.631,3501.01,3504.662,40706.0
279,3504.681,2019-01-16 14:19:00,3504.971,3501.024,3502.018,22670.0
280,3510.163,2019-01-16 14:24:00,3512.127,3503.694,3509.323,82366.0
281,3510.3,2019-01-16 14:29:00,3512.133,3508.349,3509.474,33966.0
282,3508.346,2019-01-16 14:34:00,3511.168,3504.539,3508.489,41266.0
283,3509.934,2019-01-16 14:39:00,3511.07,3508.255,3508.397,20830.0
284,3505.558,2019-01-16 14:44:00,3511.063,3503.59,3505.416,32988.0
285,3505.554,2019-01-16 14:49:00,3506.545,3503.586,3504.568,25528.0
286,3510.91,2019-01-16 14:54:00,3511.892,3504.431,3510.07,49744.0
287,3507.554,2019-01-16 14:59:00,3511.059,3505.73,3508.399,60560.0
288,3504.582,2019-01-16 21:04:00,3507.531,3499.902,3505.426,76600.0
289,3519.114,2019-01-16 21:09:00,3522.76,3504.423,3520.517,137508.0
290,3522.115,2019-01-16 21:14:00,3522.968,3518.981,3520.731,90142.0
291,3518.261,2019-01-16 21:19:00,3526.582,3516.568,3519.383,118056.0
292,3519.114,2019-01-16 21:24:00,3521.348,3516.577,3518.403,53458.0
293,3521.939,2019-01-16 21:29:00,3521.939,3518.262,3520.958,29468.0
294,3517.013,2019-01-16 21:34:00,3522.783,3516.876,3519.83,34566.0
295,3519.824,2019-01-16 21:39:00,3520.815,3516.871,3519.834,24194.0
296,3518.552,2019-01-16 21:44:00,3520.682,3517.571,3518.69,12400.0
297,3519.832,2019-01-16 21:49:00,3520.676,3516.014,3520.539,20560.0
298,3520.566,2019-01-16 21:54:00,3521.696,3518.74,3521.557,15158.0
299,3519.732,2019-01-16 21:59:00,3523.393,3519.584,3520.576,40782.0
300,3522.404,2019-01-16 22:04:00,3522.404,3518.613,3520.716,21580.0
301,3522.428,2019-01-16 22:09:00,3523.409,3520.579,3521.715,17594.0
302,3522.439,2019-01-16 22:14:00,3525.253,3521.46,3523.293,39814.0
303,3524.274,2019-01-16 22:19:00,3526.237,3522.439,3524.411,21946.0
304,3522.868,2019-01-16 22:24:00,3526.386,3521.749,3522.74,23722.0
305,3526.561,2019-01-16 22:29:00,3530.198,3522.73,3525.565,55402.0
306,3524.456,2019-01-16 22:34:00,3527.547,3524.456,3524.593,20856.0
307,3523.602,2019-01-16 22:39:00,3525.442,3522.621,3523.465,17348.0
308,3523.758,2019-01-16 22:44:00,3525.579,3520.937,3524.602,27260.0
309,3525.569,2019-01-16 22:49:00,3526.42,3522.907,3525.569,17706.0
310,3523.592,2019-01-16 22:54:00,3526.551,3523.592,3524.578,8852.0
311,3530.215,2019-01-16 22:59:00,3531.104,3523.592,3527.292,71694.0
312,3531.784,2019-01-17 09:04:00,3533.207,3524.42,3531.946,87784.0
313,3524.622,2019-01-17 09:09:00,3534.636,3523.636,3526.452,65744.0
314,3527.282,2019-01-17 09:14:00,3528.275,3523.623,3527.287,29848.0
315,3527.448,2019-01-17 09:19:00,3530.247,3526.448,3528.566,20968.0
316,3523.924,2019-01-17 09:24:00,3531.241,3523.914,3525.754,33318.0
317,3521.935,2019-01-17 09:29:00,3526.588,3521.797,3525.59,31704.0
318,3521.908,2019-01-17 09:34:00,3524.609,3519.83,3522.752,46824.0
319,3520.915,2019-01-17 09:39:00,3522.74,3517.945,3521.759,46112.0
320,3521.744,2019-01-17 09:44:00,3523.716,3519.08,3523.579,21314.0
321,3520.894,2019-01-17 09:49:00,3522.86,3518.932,3521.875,16682.0
322,3522.724,2019-01-17 09:54:00,3523.71,3519.912,3523.71,12860.0
323,3519.066,2019-01-17 09:59:00,3523.71,3517.943,3518.923,31770.0
324,3523.439,2019-01-17 10:04:00,3523.439,3517.942,3521.751,19892.0
325,3526.156,2019-01-17 10:09:00,3529.105,3521.751,3527.143,45428.0
326,3526.433,2019-01-17 10:14:00,3528.258,3525.304,3527.414,18592.0
327,3526.703,2019-01-17 10:34:00,3528.386,3525.442,3526.703,17380.0
328,3525.713,2019-01-17 10:39:00,3528.519,3524.736,3526.419,16500.0
329,3525.736,2019-01-17 10:44:00,3528.537,3524.749,3525.736,15804.0
330,3527.571,2019-01-17 10:49:00,3529.401,3525.736,3528.552,19390.0
331,3526.446,2019-01-17 10:54:00,3528.44,3525.602,3525.764,15576.0
332,3526.735,2019-01-17 10:59:00,3528.551,3524.9,3526.721,11682.0
333,3527.575,2019-01-17 11:04:00,3528.556,3526.731,3527.575,10120.0
334,3527.565,2019-01-17 11:09:00,3528.546,3525.735,3526.579,12756.0
335,3531.133,2019-01-17 11:14:00,3531.133,3527.472,3529.44,31254.0
336,3526.477,2019-01-17 11:19:00,3532.939,3526.477,3530.127,40642.0
337,3528.018,2019-01-17 11:24:00,3528.572,3526.192,3527.311,17716.0
338,3530.288,2019-01-17 11:29:00,3531.976,3526.358,3531.838,25222.0
339,3529.205,2019-01-17 13:34:00,3535.811,3528.209,3530.049,77106.0
340,3530.323,2019-01-17 13:39:00,3531.316,3528.344,3529.205,18664.0
341,3527.517,2019-01-17 13:44:00,3531.309,3525.544,3527.512,39602.0
342,3525.643,2019-01-17 13:49:00,3527.616,3524.092,3525.79,43118.0
343,3529.459,2019-01-17 13:54:00,3530.32,3525.354,3529.338,23358.0
344,3530.32,2019-01-17 13:59:00,3531.439,3527.608,3531.301,28884.0
345,3532.722,2019-01-17 14:04:00,3534.547,3528.756,3534.263,45322.0
346,3533.548,2019-01-17 14:09:00,3533.839,3530.742,3531.86,21186.0
347,3532.595,2019-01-17 14:14:00,3536.52,3532.595,3535.676,41906.0
348,3529.064,2019-01-17 14:19:00,3533.566,3528.078,3529.908,41360.0
